HTS Code,Material,Classification,Chapter,Chapter Description,Declaration Required,Notes
8701.24.0080,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.29.0080,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.30.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.30.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.91.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.91.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.92.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.92.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.93.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.93.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.94.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.94.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.95.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8701.95.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8702.10.31,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
8702.10.61,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
8703.10.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8703.10.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8703.21.01,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8705.10.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8705.20.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8705.90.0010,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8705.90.0020,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8706.00.30,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.10.30,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
8708.29.21,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.40.30,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
8708.40.60,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
8708.92.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.92.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.92.60,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.92.75,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.93.15,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.93.30,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8708.99.23,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
8708.99.81,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8710.00.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8711.30.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8711.50.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8711.60.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8714.10.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8716.10.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8716.39.00,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8716.80.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8716.80.50,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8716.90.10,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8716.90.30,Steel,Derivative Steel Article (Other Chapters),87,Chapter 87: Vehicles; Parts and Accessories thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9401.71.00,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9401.79.00,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.10.00,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.20.00,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.10,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9010,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9015,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9020,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9040,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9045,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9051,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9403.99.9061,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9405.99.20,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9405.99.40,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9406.20.00,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9406.90.01,Steel,Derivative Steel Article (Other Chapters),94,"Chapter 94: Furniture; bedding, mattresses, etc.",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9506.91.00,Steel,Derivative Steel Article (Other Chapters),95,"Chapter 95: Toys, games and sports requisites; parts and accessories thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.87,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.88,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.89,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.90,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.91,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.92,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.93,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.94,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.95,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.96,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.97,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
9903.81.98,Steel,Derivative Steel Article (Other Chapters),99,Chapter 99: Special classification provisions,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
